Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor,Years of Existence
Zolve,Fintech,Fintech,Finance,Seed,15000000.0,Bangalore,Zolve Innovations operates as a neo-banking startup.,2021,2020,Raghunandan G,"Kunal Shah, Greg Kidd",1
Avataar Ventures,Fintech,Fintech,Finance,,100000000.0,Bangalore,Avataar Venture Partners is a growth Capital Investment Firm.,2021,2019,Mohan Kumar,,2
BharatPe,Fintech,Fintech,Finance,Series D,100000000.0,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2021,2018,"Ashneer Grover, Shashvat Nakrani","Amplo, Insight Partners",3
EduFund,Fintech,Fintech,Finance,Pre-seed,300000.0,Gujarat,Changing the way Indians evaluate and plan higher education,2021,2020,"Arindam Sengupta, Eela Dubey",View Trade Holding Corp,1
Siply,Fintech,Fintech,Finance,Seed,1000000.0,Bangalore,Siply Services operates as a micro-savings platform.,2021,2020,"Sousthav Chakrabarty, Anil Bhat",Inflection Point Ventures,1
SarvaGram,Fintech,Fintech,Finance,Series B,10000000.0,Mumbai,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,2021,2019,"Utpal Isser, Sameer Mishra",Elevation Capital,2
Eduvanz,Fintech,Fintech,Finance,Debt,10000000.0,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2021,2016,"Atul Sashittal, Raheel Shah, Varun Chopra","InCred Financial Services, Vivriti Capital, Northern Arc Capital",5
Progcap,Fintech,Fintech,Finance,Debt,1000000.0,New Delhi,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,2021,2017,"Pallavi Shrivastava, Himanshu Chandra","Somak Ghosh, M V Nair",4
SATYA MicroCapital,Fintech,Fintech,Finance,,20000000.0,New Delhi,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,2021,2017,Vivek Tiwari,"BlueOrchard Finance S A, Gojo & Company",4
Aviom Housing Finance,Fintech,Fintech,Finance,Debt,1000000.0,New Delhi,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,2021,2016,Kajal Ilmi,Gojo & Company,5
DotPe,Fintech,Fintech,Finance,Seed,8000000.0,Gurugram,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.",2021,2019,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","Info Edge, Ruizheng Investment",2
Ruptok,Fintech,Fintech,Finance,,10000000.0,New Delhi,Ruptok operates as a fintech platform for gold loans,2021,2020,"Ankur Gupta, Akshita Gupta, Yashwardhan Aeren",Wurk,1
GrowFix,Fintech,Fintech,Finance,Seed,2000000.0,Bangalore,Building high-yield Debt assets for retail investors,2021,2020,"Ajinkya Kulkarni, Abhik Patel","Zerodha's Rainmatter Capital, Better Capital",1
BharatPe,Fintech,Fintech,Finance,Debt,6000000.0,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2021,2018,"Ashneer Grover, Shashvat Nakrani","InnoVen Capital, Steadview Capital",3
BharatPe,Fintech,Fintech,Finance,Debt,10000000.0,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2021,2018,"Ashneer Grover, Shashvat Nakrani","InnoVen Capital, Steadview Capital",3
Siply,Fintech,Fintech,Finance,Seed,1000000.0,Bangalore,Siply Services operates as a micro-savings platform.,2021,2020,Sousthav Chakrabarty,Inflection Point Ventures,1
SSA Finserv,Fintech,Fintech,Finance,,3000000.0,Mumbai,Small businesses-focused non-banking lender,2021,2019,Vikas Agarwal,Blue Ashva Capital,2
Cred,Fintech,Fintech,Finance,Series C,81000000.0,Bangalore,CRED is a Bengaluru-based fintech startup that offers rewards for customers who use its platform to pay their credit card bills.,2021,2018,Kunal Shah,"DST Global, General Catalyst",3
Zerone,Fintech,Fintech,Finance,Pre-series A,1300000.0,Gurgaon,"Convert smartphones into a POS machine using our ZUP proximity payment technology, with no additional hardware and no need for NFC.",2021,2018,Jaijit Bhattacharya,Anthill Ventures,3
BharatPe,Fintech,Fintech,Finance,Debt,8200000.0,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2021,2018,"Ashneer Grover, Shashvat Nakrani","Steadview Capital, Insight Partners",3
BlackSoil,Fintech,Fintech,Finance,,4000000.0,Mumbai,Blacksoil Advisory is an independent boutique advisory firm.,2021,2016,Ankur Bansal,Awign Enterprises,5
Pencilton,Fintech,Fintech,Finance,Pre-seed,330000.0,Hyderabad,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.",2021,2017,"VishwajitPureti, Ashish Singh, Pallavi Tipparaju, Viraj Gadde",Jupiter,4
Credenc,Fintech,Fintech,Finance,,25000000.0,New Delhi,An education loan platform to finance meritorious students for the college expenses by underwriting future employability,2021,2017,Avinash Kumar,Capital India,4
GalaxyCard,Fintech,Fintech,Finance,,450000.0,Gurugram,GalaxyCard is a mobile based Instant Credit Card.,2021,2017,Amit Kumar,JITO Angel Network,4
SmartCoin,Fintech,Fintech,Finance,,10000000.0,Bangalore,India's Most Preferred Instant Loan App,2021,2016,"Jayant Upadhyay, Amit Chandel, Rohit Garg","Northern Arc, Vivriti Capital",5
TWID,Fintech,Fintech,Finance,,2500000.0,Bangalore,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions",2021,2020,"Amit Sharma, Amit Koshal, Rishi Batra","BEENEXT, Sequoia?ÃÃs Surge",1
KreditBee,Fintech,Fintech,Finance,,8000000.0,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,2018,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","NewQuest Capital Partners, Motilal Oswal Private Equity",3
Refyne,Fintech,Fintech,Finance,Series A,20000000.0,Bangalore,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,2021,2020,"Chitresh Sharma, Apoorv Kumar","DST Global, RTP Global",1
Chqbook,Fintech,Fintech,Finance,,1000000.0,New Delhi,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",2021,2017,"Mohit Goel, Rajat Kumar, Sachin Arora, Vipul Sharma","Aavishkaar Venture Capital, YWC Venture Capital",4
Junio,Fintech,Fintech,Finance,Seed,600000.0,New Delhi,Junio is a kids-focused digital pocket money-smart card.,2021,2020,Ankit Gera,"Amit Lakhotia, Pravin Jadhav",1
Fampay,Fintech,Fintech,Finance,Series A,38000000.0,Bangalore,India's first numberless card and UPI without a bank account,2021,2019,"Kush Taneja, Sambhav Jain","Greenoaks Capital, Elevation Capital",2
Upside AI,Fintech,Fintech,Finance,Seed,1200000.0,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,2021,2017,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,4
Bueno Finance,Fintech,Fintech,Finance,Seed,3000000.0,Gurugram,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",2021,2019,"Saurav Gandhi, Sandeep Arora","Goat Capital, JAM Fund",2
BimaPe,Fintech,Fintech,Finance,Pre-seed,500000.0,Mumbai,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',2021,2020,Rahul Mathur,"iSeed, Titan Capital",1
Slice,Fintech,Fintech,Finance,,20000000.0,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",2021,2016,Rajan Bajaj,"Gunosy, Blume Ventures",5
Velocity,Fintech,Fintech,Finance,Seed,1300000.0,Bangalore,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,2021,2020,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,1
Rupifi,Fintech,Fintech,Finance,Pre-series A,4100000.0,Bangalore,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,2021,2019,Anubhav Jain,Quona Capital,2
DotPe,Fintech,Fintech,Finance,Series A,27000000.0,Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,2021,2019,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google",2
KreditBee,Fintech,Fintech,Finance,Seed,75000000.0,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,2018,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",3
Muvin,Fintech,Fintech,Finance,Seed,1000000.0,Bangalore,Youth Neobank enabling financial solutions for the teenagers and young people,2021,2020,Mukund V Rao,,1
Bimaplan,Fintech,Fintech,Finance,Seed,500000.0,Mumbai,Affordable insurance for the next billion Indians,2021,2020,Vikul Goyal,"Titan Capital, Y Combinator",1
Leap Finance,Fintech,Fintech,Finance,Series B,17000000.0,Bangalore,Leap Finance is a fintech startup for Indian students pursuing international higher education,2021,2019,Vaibhav Singh,Jungle Ventures,2
BankSathi,Fintech,Fintech,Finance,Seed,200000.0,New Delhi,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2021,2019,Jitendra Dhaka,"Dinesh Godara, Aditya Talwar",2
Karbon Card,Fintech,Fintech,Finance,Pre-series A,1000000.0,Bangalore,Karbon Card is a financial platform for Indian entrepreneurs.,2021,2019,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar","MyAsia VC, Orios Venture Partners",2
Kodo Card,Fintech,Fintech,Finance,Seed,8000000.0,Mumbai,Kodo card is a corporate card for new economy businesses in India.,2021,2019,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",2
Jai Kisan,Fintech,Fintech,Finance,Series A,30000000.0,Mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2021,2017,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures",4
Pickright Technologies,Fintech,Fintech,Finance,,200000.0,Bangalore,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2021,2019,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav",2
BharatPe,Fintech,Fintech,Finance,Debt,6000000.0,New Delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2021,2018,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",3
We Founder Circle,Fintech,Fintech,Finance,Pre-seed,2000000.0,Mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",2021,2020,Neeraj Tyagi,Geekster,1
Avail Finance,Fintech,Fintech,Finance,Debt,3000000.0,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021,2017,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India",4
Nivesh,Fintech,Fintech,Finance,Pre-series A,1600000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,2021,2016,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",5
Arthya Wealth and Investments,Fintech,Fintech,Finance,Pre-series A,1000000.0,Mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021,2020,Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",1
Unnati,Fintech,Fintech,Finance,Series A,7000000.0,Noida,Fintech powered digital agri ecosystem,2021,2019,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios",2
Progcap,Fintech,Fintech,Finance,Series C,30000000.0,New Delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021,2016,"Pallavi Shrivastava, Himanshu Chandra",Tiger Global,5
CredAvenue,Fintech,Fintech,Finance,Series A,90000000.0,Chennai,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,2021,2017,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds",4
Chqbook,Fintech,Fintech,Finance,Pre-series B,5000000.0,Gurugram,"Chqbook.com is India?ÃÃs first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",2021,2017,"Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group",4
Karbon Card,Fintech,Fintech,Finance,Pre-series A,12000000.0,Bangalore,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",2021,2019,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator",2
CashBook,Fintech,Fintech,Finance,Seed,2300000.0,Gurugram,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.",2021,2020,"Vivek, Ashutosh Pathak","JAM, Better Tomorrow Ventures",1
HappyCredit,Fintech,Fintech,Finance,Pre-seed,600000.0,Bangalore,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.",2021,2020,"Jitendra Kumar, Ashish Virmani","Kunal Shah, Krishna Kumar",1
Easiloan,Fintech,Fintech,Finance,,1000000.0,Mumbai,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.",2021,2020,"Pramod Kathuria, Vishal Dawda",Tomorrow Capital,1
Jar,Fintech,Fintech,Finance,Pre-series A,4500000.0,Bangalore,A daily gold-savings app that saves spare change & auto-invests.,2021,2021,"Nishchay AG, Misbah Ashraf","Tribe Capital, Arkam Ventures, WEH, Kunal Shah",0
Neokred,Fintech,Fintech,Finance,Seed,500000.0,Bangalore,Democratizing Open Banking,2021,2019,"Tarun Nazare, Rohith Reji","Virenxia Group, Rajesh Jain, Nitin Agarwal",2
SlicePay,"Fintech, Internet, Payments, Service Industry",Fintech,Finance,Series A,14900000.0,Bengaluru,SlicePay is an AI based instant credit app for youngsters in India.,2018,2016,,,2
LivQuik,"Fintech, Mobile, Mobile Payments, Payments, Retail Technology",Fintech,Finance,Corporate Round,2700000.0,Mumbai,LivQuik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,2018,2016,,,2
Toffee Insurance,Insurance Technology,Fintech,Finance,Series A,5500000.0,Haryana,Provides variety of insurance plans and policies,2019,2017,"Nishant Jain, Rohan Kumar",IVM Intersurer,2
MetaMerphoSys,Insurance Technology,Fintech,Finance,Pre series A,113866383.8,Pune,Digital insurance platform for businesses,2020,2016,"Amit Naik, Kewal Vargante",Good Capital,4
i3 Systems,Insurance Tech,Fintech,Finance,Pre-series A,1050000.0,Mumbai,Transforming India's health insurance industry with its digital solutions and AI products for automation,2020,2016,"Dr Mallesh Bommanahal, Varzavand Batliwala","Hatanaka Yosuke, Minomiya Takeo",4
ACKO,Insuretech,Fintech,Finance,,60000000.0,Mumbai,Acko General Insurance is a private sector general insurance company in India.,2020,2016,"Ruchi Deepak, Varun Dua","RPS Ventures, Intact Ventures",4
Kenko Health,Insuretech,Fintech,Finance,Pre-series A,1700000.0,Mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",2021,2019,"Aniruddha Sen, Dhiraj Goel","BEENEXT, Orios",2
Finsall,Insuretech,Fintech,Finance,Seed,300000.0,Bangalore,Finsall provides Insurance Premium Financing,2021,2019,"Prabal Khanna, Tim Mathews",Unicorn India Ventures,2
Digit Insurance,Insuretech,Fintech,Finance,,200000000.0,Bangalore,"Digit becomes the first Unicorn of 2021, valued at $1.9B.",2021,2016,Kamesh Goyal,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",5
Vital,Insuretech,Fintech,Finance,Pre-series A,3000000.0,New Delhi,"An affordable, digital health plan built around to cover both big and small expenses",2021,2018,Rahul Kumar,BLinC Invest,3
Bimaplan,Insuretech,Fintech,Finance,Pre-series A,2500000.0,Bangalore,Affordable insurance for the next billion Indians,2021,2020,Vikul Goyal,"Roshan Abbas, Ritesh Malik",1
Riskcovry,Insuretech,Fintech,Finance,Series A,5000000.0,Bangalore,"Riskcovry is an ""Insurance-in-a-box?ÃÂ¥ model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2021,2018,"Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund",3
