Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor
Vernacular ai,AI,AI,technology,Series A,5100000.0,Bangalore,It offers Multiligual AI platform,2020,2016.0,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund"
Clover,Agritech,,,,920000.0,Bangalore,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,2020,,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura",Alteria Capital
Varthana,Fintech,Fintech,finance,Series D,15000000.0,Bangalore,Offers secured and unsecured loans,2020,,Steve Hardgrave,ChrysCapital
Codeninja,SaaS,Technology,technology,Seed Round,,Bangalore,AI-powered 'no-code' platform which can generate application development code,2020,2016.0,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, EaSyndicate"
MetaMerphoSys,Insurance technology,Fintech,finance,Pre series A,,Pune,Digital insurance platform for businesses,2020,2016.0,"Amit Naik, Kewal Vargante",Good Capital
Rooter,Gaming,,,Pre series A,1700000.0,Delhi,Live sports engagement platform,2020,2016.0,"Piyush, Dipesh Agarwal","Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital"
Aker Foods,Foodtech & Logistics,,,,,Pune,Ai driven supply chain platform,2020,2019.0,Suraj Saste,Mumbai Angels Network
Sascan Meditech pvt ltd,Healthtech,,,,,Kerala,They are developing technology that can detect early cancerous cells,2020,2015.0,Dr Subhash Narayanan,Unicorn India Ventures
DailyHunt,Media,,,,35600000.0,,News aggregator,2020,2009.0,Virendra Gupta,Lupa India
Pratilipi,Media,,,Series C,9400000.0,Bangalore,A digital platform that connects readers and writers in various languages,2020,2014.0,"Ranjeet Pratap Singh, Sankaranarayanan Devarajan, Sahradayi Modi, Rahul Ranjan, Prashant Gupta",Tencent
Biryani By Kilo,Food,food,food,Series B,790000.0,Delhi,Online paltform to order biryani,2020,,Vishal Jindal,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi"
Consure Medical,Healthtech,,,,480000.0,Delhi,"Novel platform technologies to manage, diagnose, and treat various GI disorders",2020,,"Nishith Chasmawala, Amit Sharma","Accel Partners, Jungle Ventures"
Servify,Technology,Technology,technology,,250000.0,Mumbai,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,2020,,Sreevathsa Prabhakar,Barkawi
Tessol,Logistics,Transport & Logistics,transport,Series A,160000.0,Mumbai,It provides end to end cold chain logistics solutions,2020,,Rajat Gupta,1Funds Domestic Scheme
Remedo,Healthtech,,,Pre series A,,Noida,"It helps doctors engage with patients, improve patient experience",2020,,Harsh Bansal,RiverRock Ventures
News Reach,Media,,,,,Ahmedabad,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",2020,2018.0,Darshan Shah,Mumbai Angels Network
RoomSoom,Housing,,,,,Noida,It provides co-living and student rooms,2020,2016.0,"Nitin Agrawal, Garima Agrawal",Mumbai Angels Network
Pedagogy,Edtech,Edtech,education,,400000.0,,It has a single subscription model that allows users to access books and digital courses.,2020,2015.0,"Archin Shah, Abhilash Sonwane, Ritesh Gandhi",Inflection Point Ventures
Classplus,Edtech,Edtech,education,Series B,8200000.0,Delhi,"It provides mobile-first software for coaching institutes, tuition centres and private tutors",2020,2008.0,"Mukul Rustagi, Bhaswat Agarwal",RTP Global
Medlife,Pharmaceutical,Health Care & Wellness,health,,15500000.0,Bangalore,It solves inadequacies in the healthcare delivery system through technology,2020,2014.0,"Tushar Kumar, Prashant Singh",Hero Fincorp
Qin1,Edtech,Edtech,education,,,Noida,It is alearning platform for kids in the age group 5 to 14 yrs,2020,,"Ishan Gupta, Aarti Gupta",Venture Catalysts
MYSUN,Tech,,,Pre series A,4257000.0,Delhi,Platform for rooftop solar energy solutions,2020,2015.0,"Gagan Vermani, Divyanshu Sachdev, Gyan Prakash Tiwari",Undisclosed
ShopX,Ecommerce,E-Commerce,business,,1410000.0,Bangalore,B2B retail operating system,2020,2015.0,"Amit Sharma, Apoorva Jois",Li and Fung
Sarva,Yoga & wellness,,,,,,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,2020,,Sarvesh Shashi,"Mantra Capital, Patni Family"
Expertrons,AI,AI,technology,Seed Round,,Mumbai,AI video bot platform for career hacks,2020,,"Vivek Gupta, Jatin Solanki","Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital"
NewsBytes,Digital Media,Media Technology,business,Series A,1500000.0,Gurugram,News portal,2020,,"Romesh Khaddar, Shikha Chaudhry, Sumedh Chaudhry",North Base Media
Wagonfly,Others,,,,500000.0,Bangalore,Contactless shopping and delivery experience by using radio frequency to tag retail items,2020,2018.0,Raghavendra Prasad,Investment Trust of India
NIRA,Fintech,Fintech,finance,Pre series A,2100000.0,,It offers access and credit to working Indians,2020,2018.0,"Rohit Sen, Nupur Gupta",Angel investors
Convosight,Data Analytics,,,Pre series A,4000000.0,Hyderabad,It helps business gain insights from its community on Facebook groups,2020,2019.0,"Tarun Dhamija, Kartik Bansal","IvyCap Ventures, Sequoia Capital"
Fittr,Fitness,,,,2000000.0,Pune,Fitness Social Network & Consultation Platform,2020,,Jitendra Chouksey,"Sequoia Capital Surge, Better Capital"
AsknBid,Investment Tech,,,,,Bangalore,It builds algorithmic investing-based tech products,2020,2018.0,"Suresh Bavisetti, Paarth Dhar",Ravikanth Reddy & Mumbai Angel Network
Bira91,Beverage,,,Series C,20000000.0,Bangalore,Craft beer maker,2020,2015.0,Ankur Jain,"Sequoia Capital, Sofina"
Finaureus Technologies,Fintech,Fintech,finance,Pre series A,,Pune,Provides investment management solutions,2020,2017.0,"Arindam Ghosh, U R Bhatt",Pinetree Capital
Daily Ninja,Ecommerce,E-Commerce,business,,349800.0,Haryana,Online Milk Delivery startup,2020,2014.0,Sagar Yarnalkar,Big Basket
Guvi Geek Network Pvt Ltd,Edtech,Edtech,education,Pre series A,786000.0,Chennai,Operates vernacular-language based education,2020,2014.0,"SP Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund
LoadShare,Logistics,Transport & Logistics,transport,Series B,2004000.0,Bangalore,Provides technology based solutions to SMEs in logistics,2020,2017.0,"Raghuram Talluri, Tanmoy Karmakar, Rakib Ahmed",CDC Group
Vedantu,Edtech,Edtech,education,Series C,6800000.0,Bangalore,Onine learning platform,2020,,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",KB Global Platform Firm
Indusface,IT,,,,5000000.0,,It provides IT security solutions,2020,2004.0,"Venkatesh Sundar, Nandini Tandon",Tata Capital Growth Fund II
DMI Group,Financial Services,Finance,finance,,123000000.0,Delhi,Pan-India Credit providing platform,2020,2008.0,"Shivashish Chatterjee, Yuvraja Singh",NXC Corporation
Spintly,IoT,Technology,technology,Pre series A,248000.0,Goa,It is a wireless cloud-based access control system,2020,2017.0,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks
Credr,Automobile,,,,,Mumbai,A marketplace to buy and sell used bikes and scooters,2020,2014.0,Mittal,Stride Ventures
Bijak,Agritech,,,Series A,12000000.0,Gurugram,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics",2020,,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi",RTP Global
Bugworks,Biopharma,Biotech,biotech,,7500000.0,Bangalore,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,2020,2014.0,Anand Anandkumar,"University of Tokyo Edge Capital, Global Brain Corporation"
DrinkPrime,Others,,,Seed Round,,Bangalore,Water purifier subscription service,2020,,"Manas Ranjan Hota, Vijender Reddy","Abhishek Goyal, Bharat Jaisinghani, FirstCheque"
Yap,Fintech,Fintech,finance,Series A,4500000.0,Chennai,Banking and payment products-focused API platform,2020,,"Madhusudanan R, Muthukumar and Prabhu",BeeNext
UzhavarBumi,Dairy,,,,,Tamil Nadu,Provides fresh dairy products,2020,2017.0,"Vetrivel Palani, Paneerselvam",Angel Network
Tattva,Beauty & wellness,,,,150000.0,Delhi,Sells its organic and beauty products via marketplace,2020,2018.0,"Megha Wadhwa, Karnesh Mahendru","Sukhbir Singh, Rakhee Singal"
Pariksha,Edtech,Edtech,education,Pre series A,,Pune,Platform for vernacular test-preparation,2020,2015.0,"Karanvir Singh, Utkarsh Bagri, Vikram Shekhawat, Deepak Choudhary","INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia"
DailyHunt,Media,,,,24000000.0,,News aggregator,2020,,Virendra Gupta,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management"
NoBroker,Real Estate,,,,30000000.0,Bangalore,Online real estate rental startup,2020,2014.0,"Amit Kumar Agarwal, Akhil Gupta, Saurabh Garg",General Atlantic
Box8,Foodtech,food,food,,4000000.0,Mumbai,Enables to order food online,2020,2011.0,"Amit Raj, Anshul Gupta","IIFL Seed Ventures Fund, Menlo park"
Capital Float,Fintech,Fintech,finance,,15000000.0,Bangalore,Online platform that provides working capital finance to SMEs,2020,2013.0,"Gaurav Hinduja, Sashank Rishyasringa","Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon"
ITILITE,Travel & SaaS,,,Series B,13000000.0,Bangalore,Platform for business travel,2020,,"Mayank Kukreja, Anish Khadiya","Greenoaks Capital, Vy Capital. Matrix Partners India"
Morning Context,Digital Media,Media Technology,business,Seed Round,,,A subscription-only digital media publisher,2020,,,Angel investors
Aavenir,SaaS,Technology,technology,Seed Round,2000000.0,Ahmedabad,Source-to-Pay Software,2020,2019.0,Ashish Bhandari,Accel
Savvy Co op,Healthcare,Health Care & Wellness,health,,,,It connects patients with healthcare companies,2020,,Jen Horonjeff,Indie VC
BLive,Tourism & EV,,,Pre series A,,,"It offers experiential, guided tours on smart electric bikes",2020,2018.0,"Samarth Kholkar, Sandeep Mukherjee",Mumbai Angels Network
Yellow Messenger,AI,AI,technology,Series B,20000000.0,Bangalore,It offers conversational chatbots,2020,,Raghavendra Kumar Ravinutala,"Lightspeed Venture Partners, Lightspeed India Partners."
Toch,Media Tech,,,,400000.0,,AI based Video object detection and Tagging platform,2020,,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures
Ewar,Gaming,,,,200000.0,Bangalore,E-sports and real-time gaming startup,2020,,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee"
Setu,Fintech,Fintech,finance,Series A,14259000.0,,"Offers open APIs across four categories: bills, savings, credit, and payments.",2020,,"Sahil Kini, Nikhil Kumar","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund."
Wellthy Therapeutics,Healthtech,,,Pre series A,4000000.0,Bangalore,It offers a digital therapeutics service,2020,,Abhishek Shah,Saama Capital
Power Gummies,Health,,,,,Delhi,Offers health supplements related gummies,2020,2018.0,Divij Bajaj,Venture Catalysts
Locale ai,Location Analytics,,,,,Bangalore,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,2020,2019.0,"Rishabh Jain, Aditi Sinha",Better Capital
FarEye,Logistics,Transport & Logistics,transport,Series D,24500000.0,Delhi,"It enables businesses to execute, track, predict and oprimize the movements of goods",2020,,"Gaurav Srivastava, Gautam Kumar, Kushal Nahata","M12, Honeywell venture capital, Eight Roads Venture"
Rebel Foods,Food tech,,,,50000000.0,,It runs internet kitchen,2020,,"Jaydeep Barman, Kallol Bannerjee",Coatue Management
BankBazaar,Fintech,Fintech,finance,Series D,3800000.0,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,2020,2008.0,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden SKT Venture Fund"
Porter,Logistics,Transport & Logistics,transport,Series D,18370000.0,Mumbai,Logistics and fleet management,2020,2014.0,"Pranav Goel, Uttam Digga",Lightstone Global Funds
SugarBox,Tech,,,,68525000.0,Mumbai,Hyperlocal data distribution platform,2020,,Rohit Paranjpe,Zee Entertainment Enterprises Limited
Capital Float,Fintech,Fintech,finance,Series F,4800000.0,Bangalore,Online platform that provides working capital finance to SMEs,2020,2013.0,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja"
Big Basket,E store,,,,60000000.0,Bangalore,Online grocery store,2020,,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Alibaba Holdings
Amica,Fintech,Fintech,finance,,2000000.0,,Neobanking startup,2020,,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital"
Vedantu,Edtech,Edtech,education,Series C,12500000.0,Bangalore,Onine learning platform,2020,,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Legend Capital
Fingerlix,Food,food,food,,1834000.0,,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,",2020,2016.0,"Shrikrishna Bharambe, Shripad Nadkarni, Varun Khanna, Abhijit Berde","Accel, Zephyr Peacock, Swiggy, RB Investments."
Plop,Tech,,,Angel Round,,Mumbai,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,2020,,"Vineet Shetty, Anushka Shetty","Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi"
Zupee,Gaming,,,Series A,8000000.0,,It runs live quiz tournaments on its app.,2020,2018.0,"Malhi, Siddhant Saurabh",Matrix Partners
DeHaat,Agritech,,,Series A,12000000.0,,Online marketplace for farming services and products,2020,2012.0,Shashank Kumar,Sequoia Capital India
Lido Learning,Edtech,Edtech,education,Series B,7500000.0,Mumbai,Online teaching service,2020,,Sahil Sheth,Bace Capital
Aye Finance,Fintech,Fintech,finance,,23850000.0,Gurugram,A finance lender to SMEs,2020,2014.0,"Vikram Jetley, Sanjay Sharma",Undisclosed
Swiggy,Foodtech,food,food,Series A,43000000.0,Bangalore,Platform to order food online from restaurants and getting it delievered,2020,2014.0,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets"
Akna Medical,Healthtech,,,,7000000.0,,Provides supply solutions for surgical and pharmaceutical products.,2020,2018.0,"Saurabh Pandey, Mahadevan Narayanamoni",LGT Lightstone Aspada
Zomato,Foodtech,food,food,,5000000.0,Gurugram,Online food delivery and restaurant discovery platform,2020,,Deepinder Goyal,Pacific Horizon
RaRa Delivery,Logistics,Transport & Logistics,transport,Seed Round,800000.0,,Provides same day delivery service for ecommerce businesses,2020,,Karan Bhardwaj,"Der Shing Lim, 500 startups"
JusPay,Fintech,Fintech,finance,Series B,21600000.0,Bangalore,Online payment solutions,2020,,Vimal Kumar,Vostok Emerging Finance
Obviously AI,Data Science,,,,,,It provides predictive insights to clients by leveraging their data,2020,2018.0,"Tapojit Debnath, Nirman Dave",Arka Venture Labs
Fingpay,Fintech,Fintech,finance,Series A,3500000.0,Mumbai,Provides payment solutions,2020,2016.0,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures
Recko,SaaS,Technology,technology,Series A,6000000.0,Bangalore,The platform enables AI-powered reconciliation of digital transactions,2020,2017.0,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures
Furlenco,Ecommerce,E-Commerce,business,,10000000.0,Bangalore,Furniture rental startup,2020,2012.0,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox"
Mera Cashier,Fintech,Fintech,finance,,150000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,2020,2019.0,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg"
Kitchens Centre,Others,,,Seed Round,500000.0,Delhi,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,2020,2019.0,Lakshay Jain,AngelList India
Camp K12,Edtech,Edtech,education,Seed Round,4000000.0,Gurugram,It connects students with tutors online,2020,,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners"
MedGenome,Healthtech,,,Series D,55000000.0,Bangalore,Genetic diagnostic testing company,2020,2013.0,Sam Santhosh,LeapFrog Investments
Ergos,Agritech,,,,4598000.0,Bangalore,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,2020,,"Kishor Jha, Praveen Kumar",Aavishkar Capital
Nykaa,Ecommerce,E-Commerce,business,,13137000.0,Mumbai,Deals in cosmetic and wellness products,2020,2012.0,Falguni Nayar,Steadview capital
Samadhan,Insurance,finance,finance,Seed Round,,Delhi,They help find solutions to insurance related issues,2020,2018.0,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts
SaScan,Healthcare,Health Care & Wellness,health,,,Bangalore,Cancer diagnostics startup,2020,,Subhash Narayanan,Unicorn India ventures
Lido Learning,Edtech,Edtech,education,,3000000.0,Mumbai,Online teaching service,2020,,Sahil Sheth,"Pecus Capital, Madhur Deora"
CureFit,Health and Fitness,,,Series D,115000000.0,Bangalore,"Integrated platform for food, fitness and meditation.",2020,2016.0,"Mukesh Bansal, Ankit Nagori",Temasek
Nimesa,SaaS,Technology,technology,,,Bangalore,Cloud data managemnt solutions enterprise,2020,2018.0,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital
Design X,IoT,Technology,technology,Seed Round,200000.0,Noida,Builds IoT based products,2020,,Preet Arjun Singh,ThinkNext LLC
Driftly Electric,Automobile,,,,,Bangalore,Electric vehicle startup,2020,,Sneha Roy,MG Motor India
Imstrong,Fitness,,,Seed Round,400000.0,Bangalore,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,2020,2019.0,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter
Craftsvilla,Marketplace,,,,3900000.0,Mumbai,Online marketplace for ethnic wear,2020,,Monica Gupta. Manoj Gupta,Supera Investments
